year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2009,1395,4.272401433691757,7811.975627240144,12.325478792157705,9.695954802430105,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2010,1823,4.371365880416895,7953.59243006034,12.458424751887001,9.47673760104224,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2011,2456,3.9971498371335503,8039.204397394137,12.374922442390066,9.353586126559446,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2012,2892,3.790110650069156,8227.478215767635,12.469936943540802,9.355236163222683,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2013,3242,3.8935842072794573,8578.196483652067,12.526082825351635,9.466017159907466,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2014,3576,3.844519015659955,8669.49692393736,12.641712938610178,9.506968764801455,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2015,4059,3.913032766691303,8718.137718649914,12.729884816881006,9.608326417743285,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2016,4379,3.9189312628453985,9100.828499657457,12.741436696401005,9.734590735967117,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2017,4118,4.090335114133074,9709.443176299174,12.77597973254589,9.94783132873944,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2018,3454,4.3815865662999425,11518.002895193978,12.804815585590621,10.988821952133756,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
2019,3589,4.674561159097242,12697.34828643076,12.805934611053218,11.365025709063806,False,blogsandpersonal;business;education;entertainment - blogsandpersonal;education;entertainment - business;education;entertainment - business;education;entertainment;shopping - economyandfinance;education;entertainment - education;entertainment - education;entertainment;foodandrecipes - education;entertainment;games - education;entertainment;games;shopping - education;entertainment;health - education;entertainment;informationtech - education;entertainment;mediasharing - education;entertainment;messageboardsandforums - education;entertainment;newsandmedia - education;entertainment;religion - education;entertainment;shopping - education;entertainment;sports - education;entertainment;streamingmedia - education;entertainment;travel - education;entertainment;weapons - 
