year,GroupedRows,ChildCountMean,lengthMean,flesch_kincaid_Mean,smog_Mean,Exact Match?,CategoriesSearched
2008,1066,1.422138836772983,8064.558161350844,12.666864100834902,9.40765239487805,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2009,988,1.562753036437247,8253.99089068826,12.771362122803646,9.594295459686238,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2010,1253,1.7126895450917796,7998.573024740623,12.810251174652832,9.394346250079808,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2011,1622,1.467324290998767,7942.181257706535,12.580924115369914,9.436193778113442,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2012,1927,1.4364296834457706,7871.620653866114,12.582686646543848,9.009675638354958,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2013,2099,1.5264411624583134,8074.831824678418,12.560239368361126,9.096029702586947,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2014,2246,1.5378450578806768,8418.782724844168,12.587465634171862,9.29978155762689,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2015,2365,1.7644820295983086,8815.7044397463,12.592107733479914,9.81785375106131,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2016,2367,1.7317279256442755,9177.572454583862,12.647275967921424,9.968540522686945,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2017,1936,1.7959710743801653,9659.010330578512,12.740791581379131,10.179595198063016,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2018,1511,2.1628060886829914,11874.552614162805,12.921460622772996,11.345458090158836,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
2019,1663,2.411304870715574,13039.113048707155,12.92159281877931,11.613166873866504,False,blogsandpersonal;business;economyandfinance - blogsandpersonal;economyandfinance - business;economyandfinance - business;economyandfinance;education - business;economyandfinance;gambling - business;economyandfinance;informationtech - business;economyandfinance;newsandmedia - business;economyandfinance;realestate - business;economyandfinance;shopping - business;economyandfinance;streamingmedia - business;economyandfinance;travel - contentserver;economyandfinance - economyandfinance - economyandfinance;education - economyandfinance;education;entertainment - economyandfinance;education;informationtech - economyandfinance;education;newsandmedia - economyandfinance;education;shopping - economyandfinance;education;travel - economyandfinance;entertainment - economyandfinance;entertainment;newsandmedia - economyandfinance;entertainment;shopping - economyandfinance;gambling - economyandfinance;games - economyandfinance;informationtech - economyandfinance;newsandmedia - economyandfinance;shopping - economyandfinance;shopping;travel - 
